ticket_id,sla_hours,sla_breached
T002796,72,False
T002797,72,False
T002798,168,False
T002799,4,False
T002800,72,False
T002801,168,False
T002802,168,False
T002803,72,False
T002804,168,False
T002805,72,False
T002806,168,False
T002807,72,False
T002808,24,False
T002809,24,False
T002810,24,False
T002811,168,False
T002812,168,False
T002813,24,False
T002814,168,False
T002815,168,False
T002816,72,False
T002817,24,False
T002818,24,False
T002819,72,False
T002820,4,False
T002821,72,False
T002822,72,False
T002823,168,False
T002824,168,False
T002825,24,False
T002826,168,False
T002827,72,False
T002828,4,False
T002829,168,False
T002830,168,False
T002831,72,False
T002832,168,False
T002833,72,False
T002834,168,False
T002835,72,False
T002836,168,False
T002837,168,False
T002838,168,False
T002839,168,False
T002840,168,False
T002841,168,False
T002842,72,False
T002843,168,False
T002844,72,False
T002845,24,False
T002846,168,False
T002847,72,False
T002848,168,False
T002849,72,False
T002850,4,False
T002851,72,False
T002852,168,False
T002853,72,False
T002854,72,False
T002855,168,False
T002856,168,False
T002857,72,False
T002858,24,False
T002859,72,False
T002860,72,False
T002861,24,False
T002862,72,False
T002863,72,False
T002864,24,False
T002865,168,False
T002866,168,False
T002867,4,False
T002868,24,False
T002869,24,False
T002870,168,False
T002871,72,False
T002872,72,False
T002873,168,False
T002874,168,False
T002875,168,False
T002876,168,False
T002877,4,False
T002878,168,False
T002879,72,False
T002880,72,False
T002881,24,False
T002882,72,False
T002883,72,False
T002884,168,False
T002885,72,False
T002886,168,False
T002887,72,False
T002888,168,False
T002889,72,False
T002890,72,False
T002891,168,False
T002892,168,False
T002893,72,False
T002894,24,False
T002895,168,False
T002896,168,False
T002897,168,False
T002898,168,False
T002899,24,False
T002900,72,False
T002901,168,False
T002902,24,False
T002903,168,False
T002904,168,False
T002905,168,False
T002906,168,False
T002907,168,False
T002908,168,False
T002909,72,False
T002910,168,False
T002911,168,False
T002912,72,False
T002913,72,False
T002914,168,False
T002915,168,False
T002916,168,False
T002917,168,False
T002918,168,False
T002919,168,False
T002920,168,False
T002921,72,False
T002922,168,False
T002923,72,False
T002924,168,False
T002925,168,False
T002926,72,False
T002927,168,False
T002928,168,False
T002929,4,False
T002930,24,False
T002931,72,False
T002932,168,False
T002933,72,False
T002934,168,False
T002935,168,False
T002936,168,False
T002937,72,False
T002938,24,False
T002939,24,False
T002940,24,False
T002941,168,False
T002942,72,False
T002943,4,False
T002944,72,False
T002945,168,False
T002946,24,False
T002947,72,False
T002948,168,False
T002949,168,False
T002950,168,False
T002951,72,False
T002952,168,False
T002953,168,False
T002954,4,False
T002955,24,False
T002956,72,False
T002957,72,False
T002958,72,False
T002959,24,False
T002960,24,False
T002961,72,False
T002962,168,False
T002963,168,False
T002964,72,False
T002965,24,False
T002966,72,False
T002967,72,False
T002968,168,False
T002969,168,False
T002970,72,False
T002971,4,False
T002972,72,False
T002973,168,False
T002974,168,False
T002975,168,False
T002976,168,False
T002977,168,False
T002978,4,False
T002979,24,False
T002980,168,False
T002981,72,False
T002982,24,False
T002983,72,False
T002984,72,False
T002985,72,False
T002986,168,False
T002987,4,False
T002988,72,False
T002989,72,False
T002990,168,False
T002991,4,False
T002992,168,False
T002993,4,False
T002994,24,False
T002995,24,False
T002996,72,False
T002997,72,False
T002998,4,False
T002999,4,False
T003000,24,False
T003001,168,False
T003002,168,False
T003003,24,False
T003004,72,False
T003005,168,False
T003006,168,False
T003007,168,False
T003008,24,False
T003009,72,False
T003010,168,False
T003011,72,False
T003012,24,False
T003013,168,False
T003014,168,False
T003015,168,False
T003016,72,False
T003017,4,False
T003018,168,False
T003019,168,False
T003020,168,False
T003021,72,False
T003022,24,False
T003023,168,False
T003024,72,False
T003025,24,False
T003026,168,False
T003027,72,False
T003028,168,False
T003029,168,False
T003030,168,False
T003031,72,False
T003032,168,False
T003033,72,False
T003034,72,False
T003035,72,False
T003036,24,False
T003037,168,False
T003038,72,False
T003039,72,False
T003040,168,False
T003041,168,False
T003042,168,False
T003043,168,False
T003044,168,False
T003045,24,False
T003046,168,False
T003047,168,False
T003048,72,False
T003049,24,False
T003050,168,False
T003051,24,False
T003052,168,False
T003053,72,False
T003054,168,False
T003055,168,False
T003056,72,False
T003057,168,False
T003058,168,False
T003059,72,False
T003060,4,False
T003061,168,False
T003062,168,False
T003063,72,False
T003064,72,False
T003065,72,False
T003066,72,False
T003067,72,False
T003068,168,False
T003069,24,False
T003070,168,False
T003071,168,False
T003072,168,False
T003073,168,False
T003074,168,False
T003075,72,False
T003076,168,False
T003077,24,False
T003078,72,False
T003079,168,False
T003080,72,False
T003081,168,False
T003082,168,False
T003083,4,False
T003084,168,False
T003085,72,False
T003086,24,False
T003087,168,False
T003088,72,False
T003089,72,False
T003090,24,False
T003091,168,False
T003092,4,False
T003093,168,False
T003094,72,False
T003095,168,False
T003096,24,False
T003097,168,False
T003098,72,False
T003099,24,False
T003100,168,False
T003101,168,False
T003102,168,False
T003103,168,False
T003104,72,False
T003105,72,False
T003106,168,False
T003107,72,False
T003108,168,False
T003109,24,False
T003110,24,False
T003111,72,False
T003112,24,False
T003113,24,False
T003114,72,False
T003115,4,False
T003116,4,False
T003117,168,False
T003118,72,False
T003119,168,False
T003120,72,False
T003121,72,False
T003122,24,False
T003123,72,False
T003124,168,False
T003125,168,False
T003126,168,False
T003127,168,False
T003128,24,False
T003129,72,False
T003130,24,False
T003131,24,False
T003132,168,False
T003133,168,False
T003134,168,False
T003135,168,False
T003136,168,False
T003137,168,False
T003138,168,False
T003139,72,False
T003140,168,False
T003141,168,False
T003142,168,False
T003143,168,False
T003144,72,False
T003145,4,False
T003146,168,False
T003147,168,False
T003148,72,False
T003149,168,False
T003150,168,False
T003151,24,False
T003152,168,False
T003153,168,False
T003154,168,False
T003155,168,False
T003156,168,False
T003157,168,False
T003158,72,False
T003159,168,False
T003160,168,False
T003161,72,False
T003162,72,False
T003163,168,False
T003164,72,False
T003165,72,False
T003166,72,False
T003167,168,False
T003168,168,False
T003169,4,False
T003170,168,False
T003171,24,False
T003172,168,False
T003173,72,False
T003174,168,False
T003175,168,False
T003176,72,False
T003177,72,False
T003178,168,False
T003179,168,False
T003180,168,False
T003181,168,False
T003182,168,False
T003183,4,False
T003184,72,False
T003185,72,False
T003186,72,False
T003187,4,False
T003188,72,False
T003189,72,False
T003190,168,False
T003191,72,False
T003192,72,False
T003193,168,False
T003194,168,False
T003195,168,False
T003196,168,False
T003197,168,False
T003198,72,False
T003199,72,False
T003200,168,False
T003201,168,False
T003202,72,False
T003203,168,False
T003204,24,False
T003205,168,False
T003206,168,False
T003207,168,False
T003208,72,False
T003209,168,False
T003210,72,False
T003211,24,False
T003212,168,False
T003213,24,False
T003214,72,False
T003215,168,False
T003216,72,False
T003217,168,False
T003218,72,False
T003219,24,False
T003220,4,False
T003221,168,False
T003222,168,False
T003223,24,False
T003224,72,False
T003225,72,False
T003226,72,False
T003227,72,False
T003228,72,False
T003229,24,False
T003230,168,False
T003231,72,False
T003232,72,False
T003233,24,False
T003234,24,False
T003235,168,False
T003236,72,False
T003237,4,False
T003238,168,False
T003239,24,False
T003240,72,False
T003241,168,False
T003242,24,False
T003243,24,False
T003244,168,False
T003245,72,False
T003246,168,False
T003247,168,False
T003248,168,False
T003249,168,False
T003250,4,False
T003251,72,False
T003252,72,False
T003253,168,False
T003254,72,False
T003255,168,False
T003256,72,False
T003257,168,False
T003258,168,False
T003259,24,False
T003260,168,False
T003261,72,False
T003262,168,False
T003263,168,False
T003264,168,False
T003265,24,False
T003266,24,False
T003267,168,False
T003268,72,False
T003269,72,False
T003270,168,False
T003271,168,False
T003272,72,False
T003273,72,False
T003274,168,False
T003275,72,False
T003276,4,False
T003277,168,False
T003278,168,False
T003279,24,False
T003280,168,False
T003281,72,False
T003282,72,False
T003283,168,False
T003284,168,False
T003285,72,False
T003286,168,False
T003287,24,False
T003288,168,False
T003289,168,False
T003290,168,False
T003291,24,False
T003292,72,False
T003293,72,False
T003294,168,False
T003295,72,False
T003296,24,False
T003297,72,False
T003298,168,False
T003299,24,False
T003300,168,False
T003301,72,False
T003302,24,False
T003303,24,False
T003304,72,False
T003305,24,False
T003306,72,False
T003307,168,False
T003308,168,False
T003309,168,False
T003310,72,False
T003311,168,False
T003312,24,False
T003313,168,False
T003314,72,False
T003315,24,False
T003316,72,False
T003317,168,False
T003318,4,False
T003319,168,False
T003320,168,False
T003321,168,False
T003322,72,False
T003323,24,False
T003324,168,False
T003325,4,False
T003326,168,False
T003327,168,False
T003328,168,False
T003329,24,False
T003330,168,False
T003331,168,False
T003332,168,False
T003333,168,False
T003334,168,False
T003335,168,False
T003336,168,False
T003337,72,False
T003338,168,False
T003339,168,False
T003340,168,False
T003341,168,False
T003342,168,False
T003343,168,False
T003344,168,False
T003345,168,False
T003346,72,False
T003347,168,False
T003348,168,False
T003349,168,False
T003350,72,False
T003351,168,False
T003352,168,False
T003353,24,False
T003354,168,False
T003355,72,False
T003356,24,False
T003357,4,False
T003358,72,False
T003359,168,False
T003360,72,False
T003361,72,False
T003362,168,False
T003363,168,False
T003364,168,False
T003365,168,False
T003366,168,False
T003367,72,False
T003368,24,False
T003369,168,False
T003370,168,False
T003371,24,False
T003372,168,False
T003373,168,False
T003374,168,False
T003375,168,False
T003376,72,False
T003377,24,False
T003378,72,False
T003379,4,False
T003380,168,False
T003381,24,False
T003382,168,False
T003383,168,False
T003384,168,False
T003385,24,False
T003386,72,False
T003387,168,False
T003388,168,False
T003389,24,False
T003390,24,False
T003391,72,False
T003392,168,False
T003393,168,False
T003394,168,False
T003395,168,False
T003396,168,False
T003397,168,False
T003398,72,False
T003399,24,False
T003400,24,False
T003401,72,False
T003402,168,False
T003403,168,False
T003404,24,False
T003405,168,False
T003406,168,False
T003407,168,False
T003408,168,False
T003409,168,False
T003410,168,False
T003411,72,False
T003412,168,False
T003413,168,False
T003414,168,False
T003415,168,False
T003416,168,False
T003417,168,False
T003418,168,False
T003419,24,False
T003420,168,False
T003421,168,False
T003422,24,False
T003423,72,False
T003424,4,False
T003425,168,False
T003426,168,False
T003427,168,False
T003428,24,False
T003429,168,False
T003430,168,False
T003431,72,False
T003432,72,False
T003433,4,False
T003434,4,False
T003435,72,False
T003436,168,False
T003437,168,False
T003438,168,False
T003439,168,False
T003440,168,False
T003441,168,False
T003442,168,False
T003443,4,False
T003444,24,False
T003445,72,False
T003446,168,False
T003447,24,False
T003448,168,False
T003449,72,False
T003450,24,False
T003451,168,False
T003452,24,False
T003453,168,False
T003454,24,False
T003455,168,False
T003456,168,False
T003457,72,False
T003458,168,False
T003459,168,False
T003460,72,False
T003461,168,False
T003462,4,False
T003463,168,False
T003464,168,False
T003465,24,False
T003466,168,False
T003467,168,False
T003468,168,False
T003469,72,False
T003470,72,False
T003471,168,False
T003472,4,False
T003473,72,False
T003474,72,False
T003475,24,False
T003476,168,False
T003477,72,False
T003478,24,False
T003479,168,False
T003480,72,False
T003481,4,False
T003482,72,False
T003483,168,False
T003484,168,False
T003485,72,False
T003486,72,False
T003487,72,False
T003488,168,False
T003489,168,False
T003490,72,False
T003491,72,False
T003492,72,False
T003493,24,False
T003494,168,False
T003495,168,False
T003496,72,False
T003497,24,False
T003498,24,False
T003499,168,False
T003500,72,False
T003501,72,False
T003502,72,False
T003503,168,False
T003504,168,False
T003505,168,False
T003506,72,False
T003507,168,False
T003508,72,False
T003509,168,False
T003510,168,False
T003511,168,False
T003512,168,False
T003513,168,False
T003514,168,False
T003515,4,False
T003516,4,False
T003517,24,False
T003518,168,False
T003519,72,False
T003520,168,False
T003521,168,False
T003522,24,False
T003523,72,False
T003524,168,False
T003525,72,False
T003526,168,False
T003527,168,False
T003528,72,False
T003529,168,False
T003530,72,False
T003531,168,False
T003532,168,False
T003533,24,False
T003534,168,False
T003535,72,False
T003536,168,False
T003537,168,False
T003538,168,False
T003539,168,False
T003540,168,False
T003541,168,False
T003542,24,False
T003543,72,False
T003544,168,False
T003545,168,False
T003546,4,False
T003547,168,False
T003548,168,False
T003549,168,False
T003550,4,False
T003551,168,False
T003552,168,False
T003553,72,False
T003554,24,False
T003555,72,False
T003556,168,False
T003557,4,False
T003558,168,False
T003559,24,False
T003560,168,False
T003561,24,False
T003562,168,False
T003563,168,False
T003564,168,False
T003565,168,False
T003566,72,False
T003567,72,False
T003568,24,False
T003569,168,False
T003570,168,False
T003571,24,False
T003572,72,False
T003573,72,False
T003574,168,False
T003575,168,False
T003576,168,False
T003577,168,False
T003578,72,False
T003579,72,False
T003580,168,False
T003581,24,False
T003582,24,False
T003583,72,False
T003584,168,False
T003585,168,False
T003586,72,False
T003587,168,False
T003588,72,False
T003589,168,False
T003590,72,False
T003591,168,False
T003592,168,False
T003593,72,False
T003594,72,False
T003595,72,False
T003596,168,False
T003597,24,False
T003598,168,False
T003599,24,False
T003600,24,False
T003601,168,False
T003602,168,False
T003603,168,False
T003604,72,False
T003605,24,False
T003606,72,False
T003607,168,False
T003608,168,False
T003609,168,False
T003610,72,False
T003611,4,False
T003612,72,False
T003613,72,False
T003614,168,False
T003615,72,False
T003616,168,False
T003617,24,False
T003618,168,False
T003619,72,False
T003620,72,False
T003621,72,False
T003622,168,False
T003623,168,False
T003624,72,False
T003625,24,False
T003626,168,False
T003627,168,False
T003628,168,False
T003629,72,False
T003630,4,False
T003631,72,False
T003632,168,False
T003633,24,False
T003634,168,False
T003635,168,False
T003636,168,False
T003637,72,False
T003638,24,False
T003639,168,False
T003640,168,False
T003641,72,False
T003642,168,False
T003643,168,False
T003644,168,False
T003645,168,False
T003646,72,False
T003647,168,False
T003648,168,False
T003649,168,False
T003650,72,False
T003651,168,False
T003652,24,False
T003653,168,False
T003654,168,False
T003655,168,False
T003656,168,False
T003657,168,False
T003658,24,False
T003659,168,False
T003660,168,False
T003661,168,False
T003662,72,False
T003663,168,False
T003664,168,False
T003665,168,False
T003666,72,False
T003667,168,False
T003668,168,False
T003669,168,False
T003670,168,False
T003671,72,False
T003672,72,False
T003673,24,False
T003674,24,False
T003675,168,False
T003676,72,False
T003677,72,False
T003678,168,False
T003679,168,False
T003680,168,False
T003681,4,False
T003682,72,False
T003683,168,False
T003684,72,False
T003685,72,False
T003686,72,False
T003687,72,False
T003688,72,False
T003689,4,False
T003690,72,False
T003691,72,False
T003692,168,False
T003693,72,False
T003694,24,False
T003695,168,False
T003696,168,False
T003697,168,False
T003698,168,False
T003699,24,False
T003700,168,False
T003701,168,False
T003702,24,False
T003703,168,False
T003704,168,False
T003705,168,False
T003706,24,False
T003707,168,False
T003708,168,False
T003709,168,False
T003710,72,False
T003711,72,False
T003712,168,False
T003713,24,False
T003714,168,False
T003715,168,False
T003716,168,False
T003717,72,False
T003718,72,False
T003719,24,False
T003720,72,False
T003721,24,False
T003722,168,False
T003723,24,False
T003724,168,False
T003725,168,False
T003726,168,False
T003727,168,False
T003728,24,False
T003729,168,False
T003730,168,False
T003731,168,False
T003732,24,False
T003733,72,False
T003734,168,False
T003735,24,False
T003736,24,False
T003737,72,False
T003738,72,False
T003739,168,False
T003740,72,False
T003741,24,False
T003742,24,False
T003743,72,False
T003744,72,False
T003745,72,False
T003746,24,False
T003747,168,False
T003748,72,False
T003749,168,False
T003750,24,False
T003751,168,False
T003752,24,False
T003753,168,False
T003754,168,False
T003755,168,False
T003756,4,False
T003757,72,False
T003758,168,False
T003759,168,False
T003760,168,False
T003761,168,False
T003762,72,False
T003763,168,False
T003764,72,False
T003765,168,False
T003766,24,False
T003767,168,False
T003768,168,False
T003769,72,False
T003770,168,False
T003771,168,False
T003772,168,False
T003773,72,False
T003774,168,False
T003775,168,False
T003776,72,False
T003777,72,False
T003778,72,False
T003779,168,False
T003780,72,False
T003781,72,False
T003782,72,False
T003783,72,False
T003784,72,False
T003785,72,False
T003786,72,False
T003787,24,False
T003788,72,False
T003789,72,False
T003790,168,False
T003791,72,False
T003792,168,False
T003793,168,False
T003794,168,False
T003795,168,False
T003796,168,False
T003797,72,False
T003798,168,False
T003799,24,False
T003800,168,False
T003801,24,False
T003802,168,False
T003803,24,False
T003804,168,False
T003805,168,False
T003806,72,False
T003807,168,False
T003808,72,False
T003809,168,False
T003810,168,False
T003811,168,False
T003812,168,False
T003813,168,False
T003814,24,False
T003815,72,False
T003816,24,False
T003817,24,False
T003818,168,False
T003819,168,False
T003820,24,False
T003821,168,False
T003822,24,False
T003823,72,False
T003824,168,False
T003825,168,False
T003826,168,False
T003827,72,False
T003828,168,False
T003829,168,False
T003830,168,False
T003831,168,False
T003832,72,False
T003833,24,False
T003834,24,False
T003835,24,False
T003836,72,False
T003837,72,False
T003838,24,False
T003839,168,False
T003840,168,False
T003841,168,False
T003842,24,False
T003843,168,False
T003844,168,False
T003845,24,False
T003846,168,False
T003847,24,False
T003848,168,False
T003849,72,False
T003850,72,False
T003851,168,False
T003852,168,False
T003853,168,False
T003854,72,False
T003855,168,False
T003856,72,False
T003857,72,False
T003858,168,False
T003859,72,False
T003860,168,False
T003861,4,False
T003862,168,False
T003863,168,False
T003864,4,False
T003865,24,False
T003866,72,False
T003867,168,False
T003868,72,False
T003869,168,False
T003870,168,False
T003871,72,False
T003872,24,False
T003873,168,False
T003874,72,False
T003875,168,False
T003876,168,False
T003877,72,False
T003878,168,False
T003879,24,False
T003880,24,False
T003881,72,False
T003882,4,False
T003883,168,False
T003884,24,False
T003885,168,False
T003886,72,False
T003887,168,False
T003888,168,False
T003889,72,False
T003890,168,False
T003891,72,False
T003892,168,False
T003893,72,False
T003894,72,False
T003895,168,False
T003896,168,False
T003897,168,False
T003898,72,False
T003899,72,False
T003900,24,False
T003901,72,False
T003902,168,False
T003903,4,False
T003904,24,False
T003905,168,False
T003906,24,False
T003907,72,False
T003908,168,False
T003909,168,False
T003910,168,False
T003911,72,False
T003912,168,False
T003913,168,False
T003914,168,False
T003915,168,False
T003916,72,False
T003917,4,False
T003918,72,False
T003919,4,False
T003920,72,False
T003921,168,False
T003922,24,False
T003923,168,False
T003924,24,False
T003925,72,False
T003926,24,False
T003927,168,False
T003928,24,False
T003929,72,False
T003930,168,False
T003931,24,False
T003932,24,False
T003933,72,False
T003934,168,False
T003935,168,False
T003936,72,False
T003937,24,False
T003938,72,False
T003939,168,False
T003940,168,False
T003941,72,False
T003942,72,False
T003943,72,False
T003944,168,False
T003945,168,False
T003946,168,False
T003947,168,False
T003948,168,False
T003949,24,False
T003950,72,False
T003951,72,False
T003952,168,False
T003953,72,False
T003954,168,False
T003955,24,False
T003956,168,False
T003957,72,False
T003958,72,False
T003959,168,False
T003960,4,False
T003961,168,False
T003962,168,False
T003963,168,False
T003964,24,False
T003965,168,False
T003966,72,False
T003967,168,False
T003968,72,False
T003969,72,False
T003970,168,False
T003971,168,False
T003972,168,False
T003973,24,False
T003974,24,False
T003975,168,False
T003976,24,False
T003977,168,False
T003978,168,False
T003979,72,False
T003980,72,False
T003981,168,False
T003982,168,False
T003983,24,False
T003984,24,False
T003985,168,False
T003986,72,False
T003987,168,False
T003988,168,False
T003989,168,False
T003990,72,False
T003991,168,False
T003992,168,False
T003993,168,False
T003994,168,False
T003995,168,False
T003996,168,False
T003997,24,False
T003998,168,False
T003999,72,False
T004000,168,False
T004001,168,False
T004002,168,False
T004003,24,False
T004004,168,False
T004005,24,False
T004006,72,False
T004007,4,False
T004008,24,False
T004009,24,False
T004010,168,False
T004011,168,False
T004012,168,False
T004013,72,False
T004014,72,False
T004015,168,False
T004016,72,False
T004017,168,False
T004018,168,False
T004019,72,False
T004020,24,False
T004021,72,False
T004022,4,False
T004023,4,False
T004024,72,False
T004025,168,False
T004026,168,False
T004027,24,False
T004028,168,False
T004029,168,False
T004030,168,False
T004031,168,False
T004032,168,False
T004033,168,False
T004034,72,False
T004035,168,False
T004036,24,False
T004037,72,False
T004038,24,False
T004039,168,False
T004040,168,False
T004041,168,False
T004042,24,False
T004043,168,False
T004044,24,False
T004045,24,False
T004046,168,False
T004047,168,False
T004048,72,False
T004049,72,False
T004050,72,False
T004051,168,False
T004052,72,False
T004053,168,False
T004054,168,False
T004055,168,False
T004056,24,False
T004057,72,False
T004058,72,False
T004059,168,False
T004060,24,False
T004061,168,False
T004062,168,False
T004063,4,False
T004064,168,False
T004065,72,False
T004066,168,False
T004067,168,False
T004068,168,False
T004069,24,False
T004070,168,False
T004071,168,False
T004072,24,False
T004073,24,False
T004074,168,False
T004075,168,False
T004076,168,False
T004077,72,False
T004078,168,False
T004079,72,False
T004080,72,False
T004081,168,False
T004082,72,False
T004083,72,False
T004084,72,False
T004085,72,False
T004086,168,False
T004087,72,False
T004088,24,False
T004089,72,False
T004090,168,False
T004091,72,False
T004092,168,False
T004093,168,False
T004094,24,False
T004095,168,False
T004096,24,False
T004097,168,False
T004098,168,False
T004099,24,False
T004100,168,False
T004101,24,False
T004102,168,False
T004103,4,False
T004104,24,False
T004105,168,False
T004106,72,False
T004107,72,False
T004108,24,False
T004109,72,False
T004110,4,False
T004111,168,False
T004112,72,False
T004113,168,False
T004114,168,False
T004115,168,False
T004116,168,False
T004117,168,False
T004118,168,False
T004119,4,False
T004120,168,False
T004121,168,False
T004122,24,False
T004123,72,False
T004124,168,False
T004125,72,False
T004126,168,False
T004127,168,False
T004128,168,False
T004129,168,False
T004130,72,False
T004131,72,False
T004132,72,False
T004133,72,False
T004134,168,False
T004135,168,False
T004136,168,False
T004137,72,False
T004138,24,False
T004139,168,False
T004140,4,False
T004141,168,False
T004142,24,False
T004143,24,False
T004144,168,False
T004145,168,False
T004146,168,False
T004147,168,False
T004148,72,False
T004149,72,False
T004150,72,False
T004151,72,False
T004152,168,False
T004153,24,False
T004154,168,False
T004155,24,False
T004156,168,False
T004157,168,False
T004158,168,False
T004159,168,False
T004160,168,False
T004161,168,False
T004162,168,False
T004163,168,False
T004164,168,False
T004165,72,False
T004166,72,False
T004167,4,False
T004168,168,False
T004169,24,False
T004170,168,False
T004171,168,False
T004172,72,False
T004173,168,False
T004174,168,False
T004175,168,False
T004176,72,False
T004177,168,False
T004178,168,False
T004179,4,False
T004180,168,False
T004181,168,False
T004182,72,False
T004183,168,False
T004184,168,False
T004185,4,False
T004186,168,False
T004187,72,False
T004188,168,False
T004189,168,False
T004190,168,False
T004191,72,False
T004192,168,False
T004193,168,False
T004194,72,False
T004195,72,False
T004196,72,False
T004197,168,False
T004198,168,False
T004199,24,False
T004200,72,False
T004201,168,False
T004202,72,False
T004203,168,False
T004204,168,False
T004205,168,False
T004206,72,False
T004207,72,False
T004208,168,False
T004209,24,False
T004210,168,False
T004211,72,False
T004212,168,False
T004213,4,False
T004214,72,False
T004215,168,False
T004216,24,False
T004217,72,False
T004218,168,False
T004219,4,False
T004220,168,False
T004221,168,False
T004222,24,False
T004223,72,False
T004224,168,False
T004225,168,False
T004226,168,False
T004227,168,False
T004228,168,False
T004229,168,False
T004230,72,False
T004231,168,False
T004232,168,False
T004233,168,False
T004234,4,False
T004235,168,False
T004236,168,False
T004237,168,False
T004238,72,False
T004239,168,False
T004240,24,False
T004241,72,False
T004242,168,False
T004243,72,False
T004244,168,False
T004245,168,False
T004246,168,False
T004247,24,False
T004248,168,False
T004249,72,False
T004250,24,False
T004251,72,False
T004252,168,False
T004253,72,False
T004254,168,False
T004255,72,False
T004256,168,False
T004257,168,False
T004258,72,False
T004259,168,False
T004260,168,False
T004261,24,False
T004262,24,False
T004263,72,False
T004264,4,False
T004265,24,False
T004266,24,False
T004267,168,False
T004268,168,False
T004269,168,False
T004270,24,False
T004271,24,False
T004272,72,False
T004273,168,False
T004274,168,False
T004275,168,False
T004276,72,False
T004277,4,False
T004278,168,False
T004279,72,False
T004280,24,False
T004281,168,False
T004282,24,False
T004283,72,False
T004284,72,False
T004285,72,False
T004286,168,False
T004287,72,False
T004288,168,False
T004289,168,False
T004290,72,False
T004291,168,False
T004292,72,False
T004293,72,False
T004294,72,False
T004295,24,False
T004296,168,False
T004297,168,False
T004298,168,False
T004299,72,False
T004300,24,False
T004301,168,False
T004302,72,False
T004303,168,False
T004304,72,False
T004305,168,False
T004306,168,False
T004307,168,False
T004308,168,False
T004309,4,False
T004310,168,False
T004311,168,False
T004312,4,False
T004313,168,False
T004314,168,False
T004315,72,False
T004316,168,False
T004317,24,False
T004318,168,False
T004319,4,False
T004320,168,False
T004321,72,False
T004322,72,False
T004323,72,False
T004324,168,False
T004325,24,False
T004326,168,False
T004327,168,False
T004328,72,False
T004329,168,False
T004330,168,False
T004331,168,False
T004332,168,False
T004333,168,False
T004334,4,False
T004335,72,False
T004336,4,False
T004337,24,False
T004338,168,False
T004339,168,False
T004340,168,False
T004341,24,False
T004342,72,False
T004343,168,False
T004344,4,False
T004345,72,False
T004346,72,False
T004347,168,False
T004348,168,False
T004349,72,False
T004350,72,False
T004351,72,False
T004352,24,False
T004353,168,False
T004354,168,False
T004355,72,False
T004356,72,False
T004357,168,False
T004358,24,False
T004359,72,False
T004360,72,False
T004361,168,False
T004362,168,False
T004363,4,False
T004364,72,False
T004365,24,False
T004366,168,False
T004367,168,False
T004368,168,False
T004369,168,False
T004370,72,False
T004371,168,False
T004372,168,False
T004373,168,False
T004374,168,False
T004375,24,False
T004376,168,False
T004377,168,False
T004378,72,False
T004379,72,False
T004380,168,False
T004381,168,False
T004382,24,False
T004383,24,False
T004384,72,False
T004385,72,False
T004386,168,False
T004387,168,False
T004388,168,False
T004389,168,False
T004390,24,False
T004391,24,False
T004392,24,False
T004393,72,False
T004394,72,False
T004395,168,False
T004396,24,False
T004397,72,False
T004398,168,False
T004399,72,False
T004400,168,False
T004401,72,False
T004402,168,False
T004403,168,False
T004404,168,False
T004405,168,False
T004406,168,False
T004407,168,False
T004408,168,False
T004409,24,False
T004410,24,False
T004411,168,False
T004412,168,False
T004413,72,False
T004414,4,False
T004415,168,False
T004416,168,False
T004417,168,False
T004418,72,False
T004419,168,False
T004420,168,False
T004421,168,False
T004422,168,False
T004423,24,False
T004424,72,False
T004425,72,False
T004426,168,False
T004427,168,False
T004428,24,False
T004429,168,False
T004430,72,False
T004431,72,False
T004432,24,False
T004433,168,False
T004434,72,False
T004435,168,False
T004436,168,False
T004437,24,False
T004438,24,False
T004439,168,False
T004440,72,False
T004441,168,False
T004442,72,False
T004443,72,False
T004444,72,False
T004445,168,False
T004446,72,False
T004447,168,False
T004448,72,False
T004449,168,False
T004450,72,False
T004451,24,False
T004452,168,False
T004453,72,False
T004454,168,False
T004455,72,False
T004456,72,False
T004457,168,False
T004458,168,False
T004459,24,False
T004460,24,False
T004461,72,False
T004462,168,False
T004463,72,False
T004464,72,False
T004465,168,False
T004466,4,False
T004467,168,False
T004468,72,False
T004469,168,False
T004470,72,False
T004471,168,False
T004472,168,False
T004473,72,False
T004474,168,False
T004475,24,False
T004476,4,False
T004477,168,False
T004478,168,False
T004479,72,False
T004480,72,False
T004481,24,False
T004482,168,False
T004483,72,False
T004484,168,False
T004485,72,False
T004486,168,False
T004487,72,False
T004488,168,False
T004489,168,False
T004490,168,False
T004491,24,False
T004492,72,False
T004493,72,False
T004494,72,False
T004495,72,False
T004496,168,False
T004497,168,False
T004498,72,False
T004499,168,False
T004500,168,False
T004501,72,False
T004502,168,False
T004503,168,False
T004504,4,False
T004505,24,False
T004506,168,False
T004507,72,False
T004508,168,False
T004509,168,False
T004510,72,False
T004511,24,False
T004512,168,False
T004513,168,False
T004514,72,False
T004515,72,False
T004516,4,False
T004517,72,False
T004518,168,False
T004519,168,False
T004520,168,False
T004521,168,False
T004522,168,False
T004523,168,False
T004524,168,False
T004525,24,False
T004526,168,False
T004527,24,False
T004528,168,False
T004529,24,False
T004530,168,False
T004531,168,False
T004532,168,False
T004533,168,False
T004534,168,False
T004535,72,False
T004536,72,False
T004537,24,False
T004538,24,False
T004539,72,False
T004540,24,False
T004541,168,False
T004542,168,False
