ticket_id,created_at,first_response_at,resolved_at,priority,status,issue_type,channel,customer_id,agent_id,first_response_mins,resolution_time_hours,sla_hours,sla_breached,reopened,escalated,csat
T002036,17-10-2025 02:50,17-10-2025 03:14,38:35.0,Urgent,Closed,API Failure,Portal,C0290,A019,24,7.81,4,FALSE,FALSE,TRUE,4.4
T002037,14-06-2025 08:44,14-06-2025 09:00,30:14.2,Urgent,Closed,Performance Issue,Portal,C0293,A025,16,7.76,4,FALSE,FALSE,FALSE,4.3
T002038,05-10-2025 23:33,06-10-2025 00:16,52:56.3,High,Pending,Payroll Sync Error,Email,C0193,A031,43,32.32,24,FALSE,FALSE,FALSE,3.8
T002039,05-11-2024 21:01,05-11-2024 22:27,50:52.5,Medium,Closed,Payroll Sync Error,Chat,C0474,A037,86,27.83,72,FALSE,TRUE,FALSE,3.1
T002040,11-11-2024 12:34,11-11-2024 15:15,34:05.0,Medium,Closed,UI Bug,Email,C0257,A025,161,1,72,FALSE,FALSE,FALSE,4.9
T002041,18-05-2025 03:07,18-05-2025 10:25,31:12.1,Low,Closed,Permission Issue,Email,C0506,A016,438,29.4,168,FALSE,FALSE,FALSE,3.2
T002042,05-05-2025 02:33,05-05-2025 08:16,05:09.0,Low,Closed,Integration Config,Email,C0388,A038,343,67.52,168,FALSE,FALSE,TRUE,3.6
T002043,05-05-2025 07:41,05-05-2025 22:40,14:27.3,Low,Closed,Integration Config,Email,C0615,A023,899,22.56,168,FALSE,FALSE,TRUE,1.9
T002044,28-05-2025 10:12,28-05-2025 20:07,38:43.5,Low,Closed,API Failure,Email,C0398,A014,595,22.43,168,FALSE,FALSE,FALSE,2.8
T002045,22-04-2025 03:28,22-04-2025 03:52,28:10.0,Urgent,Closed,Login Issue,Email,C0366,A006,24,1,4,FALSE,FALSE,FALSE,4.1
T002046,21-06-2025 06:10,21-06-2025 11:16,37:00.3,Low,Closed,Payroll Sync Error,Phone,C0658,A025,306,66.45,168,FALSE,FALSE,FALSE,3.6
T002047,07-11-2024 20:37,08-11-2024 05:35,44:10.6,Low,Closed,API Failure,Email,C0290,A023,538,9.12,168,FALSE,FALSE,FALSE,3
T002048,24-03-2025 19:35,24-03-2025 22:10,35:14.0,Medium,Closed,Performance Issue,Portal,C0769,A012,155,1,72,FALSE,FALSE,FALSE,5
T002049,13-10-2025 07:23,13-10-2025 14:27,36:03.7,Low,Closed,Billing Query,Chat,C0309,A013,424,46.21,168,FALSE,FALSE,FALSE,2.7
T002050,13-10-2025 07:18,13-10-2025 12:16,26:08.7,Low,Closed,Payroll Sync Error,Phone,C0278,A036,298,51.12,168,FALSE,FALSE,FALSE,3.3
T002051,05-09-2025 07:26,05-09-2025 13:13,13:55.2,Low,Closed,Integration Config,Portal,C0464,A039,347,82.79,168,FALSE,FALSE,FALSE,2.5
T002052,10-05-2025 06:27,10-05-2025 06:29,27:00.0,High,Closed,Data Mismatch,Email,C0189,A034,2,1,24,FALSE,FALSE,FALSE,3.8
T002053,27-05-2025 15:10,27-05-2025 15:43,10:05.0,High,Closed,Login Issue,Email,C0178,A006,33,1,24,FALSE,FALSE,FALSE,2.8
T002054,22-03-2025 21:17,23-03-2025 04:43,30:36.6,Low,Closed,API Failure,Email,C0528,A038,446,18.22,168,FALSE,FALSE,FALSE,3.3
T002055,06-01-2025 07:46,06-01-2025 08:47,26:10.3,High,Closed,UI Bug,Email,C0375,A040,61,34.66,24,FALSE,FALSE,FALSE,3.9
T002056,24-08-2025 01:35,24-08-2025 01:59,53:25.7,High,Closed,Data Mismatch,Email,C0598,A008,24,1.3,24,FALSE,FALSE,FALSE,5
T002057,25-10-2025 05:35,25-10-2025 06:05,08:28.4,Low,Closed,API Failure,Chat,C0760,A008,30,13.55,168,FALSE,FALSE,FALSE,4.3
T002058,28-11-2024 13:31,28-11-2024 22:44,42:28.5,Low,Closed,Performance Issue,Phone,C0454,A040,553,17.18,168,FALSE,FALSE,FALSE,2.6
T002059,30-09-2025 19:39,30-09-2025 20:15,35:16.6,High,Closed,UI Bug,Chat,C0217,A033,36,1.93,24,FALSE,FALSE,FALSE,5
T002060,30-07-2025 21:04,31-07-2025 03:59,16:26.8,Low,Closed,Payroll Sync Error,Email,C0042,A034,415,20.19,168,FALSE,FALSE,FALSE,3.5
T002061,09-04-2025 21:22,10-04-2025 00:37,17:33.0,Medium,Closed,API Failure,Email,C0194,A015,195,24.92,72,FALSE,FALSE,FALSE,4.7
T002062,03-02-2025 12:58,03-02-2025 14:32,35:07.2,Medium,Closed,Integration Config,Email,C0327,A036,94,16.61,72,FALSE,FALSE,FALSE,3.9
T002063,26-03-2025 06:15,26-03-2025 13:14,15:08.0,Low,Closed,Data Mismatch,Chat,C0373,A035,419,1,168,FALSE,FALSE,FALSE,2.7
T002064,15-07-2025 14:31,15-07-2025 16:52,31:21.2,Medium,Closed,Integration Config,Email,C0465,A022,141,31,72,FALSE,FALSE,FALSE,4
T002065,15-05-2025 15:10,15-05-2025 17:12,10:54.0,Medium,Open,API Failure,Portal,C0163,A023,122,1,72,FALSE,FALSE,FALSE,2.8
T002066,26-06-2025 19:36,26-06-2025 23:12,27:57.0,Low,Closed,API Failure,Chat,C0276,A040,216,7.85,168,FALSE,FALSE,FALSE,3.3
T002067,28-02-2025 06:40,28-02-2025 08:46,40:51.0,Medium,Closed,API Failure,Email,C0364,A022,126,1,72,FALSE,FALSE,FALSE,4
T002068,07-04-2025 11:23,07-04-2025 15:37,44:09.8,Low,Closed,Payroll Sync Error,Email,C0642,A005,254,8.35,168,FALSE,FALSE,FALSE,3.3
T002069,22-01-2025 00:18,22-01-2025 00:37,49:20.2,Urgent,Closed,Integration Config,Email,C0775,A031,19,28.52,4,FALSE,FALSE,TRUE,4.4
T002070,10-04-2025 00:14,10-04-2025 10:10,14:40.0,Low,Closed,API Failure,Portal,C0480,A013,596,1,168,FALSE,FALSE,FALSE,4
T002071,17-01-2025 13:02,17-01-2025 14:16,48:59.1,Medium,Closed,API Failure,Portal,C0689,A028,74,1.78,72,FALSE,FALSE,FALSE,3.3
T002072,03-03-2025 13:06,03-03-2025 15:44,58:38.7,Medium,Closed,Payroll Sync Error,Email,C0460,A020,158,60.87,72,FALSE,FALSE,FALSE,4
T002073,26-08-2025 15:05,26-08-2025 16:59,52:53.8,Medium,Closed,UI Bug,Phone,C0265,A033,114,26.79,72,FALSE,FALSE,FALSE,3.4
T002074,25-10-2025 11:45,25-10-2025 18:03,47:03.0,Low,Pending,Permission Issue,Email,C0539,A016,378,22.03,168,FALSE,FALSE,FALSE,3.8
T002075,03-12-2024 10:10,03-12-2024 20:49,44:05.7,Low,Closed,Permission Issue,Email,C0386,A029,639,27.56,168,FALSE,FALSE,FALSE,2.7
T002076,28-08-2025 15:01,28-08-2025 18:03,18:54.0,Medium,Closed,Permission Issue,Chat,C0085,A023,182,18.29,72,FALSE,FALSE,FALSE,3.9
T002077,30-03-2025 10:58,30-03-2025 14:35,24:45.9,Medium,Closed,Data Mismatch,Portal,C0708,A024,217,59.45,72,FALSE,FALSE,FALSE,2.5
T002078,11-03-2025 05:45,11-03-2025 08:45,31:03.1,Medium,Closed,API Failure,Email,C0316,A034,180,14.75,72,FALSE,FALSE,FALSE,4.1
T002079,19-03-2025 08:17,19-03-2025 13:43,14:19.3,Low,Closed,Integration Config,Email,C0243,A007,326,9.94,168,FALSE,FALSE,FALSE,3.6
T002080,19-01-2025 03:56,19-01-2025 05:48,21:55.2,Low,Closed,Login Issue,Chat,C0469,A038,112,8.42,168,FALSE,FALSE,FALSE,3
T002081,08-02-2025 04:42,08-02-2025 06:38,42:36.0,Medium,Closed,Permission Issue,Portal,C0342,A037,116,1,72,FALSE,FALSE,FALSE,3.1
T002082,13-06-2025 01:47,13-06-2025 08:03,47:10.0,Low,Closed,Permission Issue,Chat,C0177,A004,376,1,168,FALSE,FALSE,FALSE,3.2
T002083,23-04-2025 13:02,23-04-2025 14:43,22:45.0,Medium,Closed,Data Mismatch,Email,C0130,A034,101,67.34,72,FALSE,FALSE,FALSE,3.5
T002084,26-06-2025 19:24,27-06-2025 00:02,30:44.3,Medium,Closed,Login Issue,Portal,C0657,A022,278,5.1,72,FALSE,FALSE,FALSE,2.4
T002085,14-11-2024 23:12,15-11-2024 01:40,44:53.2,Medium,Closed,Performance Issue,Portal,C0083,A005,148,34.54,72,FALSE,FALSE,FALSE,3.7
T002086,12-11-2024 00:54,12-11-2024 01:47,46:41.3,Medium,Closed,Integration Config,Phone,C0360,A023,53,46.86,72,FALSE,FALSE,FALSE,4.3
T002087,20-10-2025 12:53,20-10-2025 21:37,00:21.6,Low,Closed,Integration Config,Portal,C0088,A015,524,71.11,168,FALSE,FALSE,FALSE,1.8
T002088,16-05-2025 16:49,16-05-2025 19:52,13:37.2,Low,Pending,Login Issue,Phone,C0532,A031,183,13.4,168,FALSE,FALSE,FALSE,4.3
T002089,30-06-2025 15:12,01-07-2025 02:04,12:02.0,Low,Closed,API Failure,Email,C0742,A009,652,1,168,FALSE,FALSE,FALSE,3.6
T002090,09-07-2025 03:55,09-07-2025 05:49,29:24.2,Medium,Closed,Login Issue,Email,C0638,A025,114,8.56,72,FALSE,FALSE,FALSE,3.7
T002091,08-05-2025 08:04,08-05-2025 08:06,28:01.2,High,Closed,API Failure,Chat,C0471,A025,2,12.39,24,FALSE,FALSE,FALSE,5
T002092,20-01-2025 15:52,20-01-2025 22:06,22:31.9,Low,Closed,Data Mismatch,Portal,C0498,A021,374,50.51,168,FALSE,FALSE,FALSE,2.9
T002093,06-03-2025 07:10,06-03-2025 08:03,10:53.0,Medium,Closed,Billing Query,Portal,C0507,A009,53,1,72,FALSE,FALSE,FALSE,4.3
T002094,11-05-2025 03:35,11-05-2025 07:37,08:03.7,Medium,Closed,API Failure,Email,C0354,A038,242,9.54,72,FALSE,FALSE,FALSE,3.9
T002095,22-10-2025 13:53,23-10-2025 01:20,17:43.7,Low,Closed,Data Mismatch,Email,C0416,A022,687,53.41,168,FALSE,FALSE,FALSE,2.9
T002096,29-10-2025 18:36,30-10-2025 00:39,11:15.6,Low,Closed,Payroll Sync Error,Portal,C0051,A023,363,42.57,168,FALSE,FALSE,FALSE,3
T002097,21-07-2025 14:03,21-07-2025 17:05,13:47.3,Medium,Closed,API Failure,Chat,C0600,A004,182,24.17,72,FALSE,FALSE,FALSE,3.6
T002098,23-07-2025 13:50,23-07-2025 19:01,53:08.0,Low,Closed,Performance Issue,Email,C0682,A029,311,27.05,168,FALSE,FALSE,FALSE,3.7
T002099,19-09-2025 13:18,19-09-2025 14:50,37:49.0,Medium,Closed,Integration Config,Chat,C0063,A015,92,21.32,72,FALSE,FALSE,FALSE,4
T002100,14-07-2025 12:59,14-07-2025 14:32,30:00.7,Medium,Pending,UI Bug,Email,C0089,A001,93,41.51,72,FALSE,FALSE,FALSE,3.4
T002101,03-06-2025 21:33,03-06-2025 23:57,16:51.0,Low,Closed,Payroll Sync Error,Portal,C0701,A030,144,49.72,168,FALSE,TRUE,FALSE,3.7
T002102,04-06-2025 07:42,04-06-2025 16:56,27:58.0,Low,Closed,API Failure,Portal,C0190,A029,554,1.76,168,FALSE,FALSE,FALSE,3.9
T002103,23-12-2024 05:37,23-12-2024 10:36,14:18.9,Medium,Closed,Payroll Sync Error,Portal,C0601,A020,299,81.61,72,FALSE,FALSE,FALSE,1.7
T002104,03-09-2025 18:19,03-09-2025 20:42,06:44.3,Medium,Closed,API Failure,Email,C0348,A033,143,30.79,72,FALSE,FALSE,FALSE,5
T002105,08-08-2025 00:51,08-08-2025 08:51,18:50.8,Low,Closed,Payroll Sync Error,Portal,C0538,A036,480,18.46,168,FALSE,FALSE,FALSE,4.7
T002106,24-07-2025 09:05,24-07-2025 09:53,05:53.0,Medium,Closed,Permission Issue,Chat,C0176,A022,48,1,72,FALSE,FALSE,FALSE,4
T002107,04-07-2025 21:09,04-07-2025 23:22,09:27.0,Medium,Closed,Login Issue,Email,C0364,A013,133,1,72,FALSE,FALSE,FALSE,3.4
T002108,03-03-2025 08:15,03-03-2025 09:58,44:49.5,Low,Closed,Payroll Sync Error,Chat,C0776,A007,103,4.49,168,FALSE,FALSE,FALSE,4.1
T002109,18-11-2024 02:46,18-11-2024 15:45,46:08.0,Low,Closed,Integration Config,Portal,C0554,A008,779,1,168,FALSE,FALSE,FALSE,3
T002110,12-05-2025 14:38,12-05-2025 15:28,43:16.5,Medium,Closed,Billing Query,Chat,C0483,A028,50,8.08,72,FALSE,FALSE,FALSE,4.9
T002111,04-08-2025 05:38,04-08-2025 13:37,38:14.0,Low,Closed,Performance Issue,Email,C0119,A009,479,1,168,FALSE,FALSE,FALSE,3.5
T002112,24-02-2025 04:57,24-02-2025 06:44,02:28.0,High,Closed,Permission Issue,Portal,C0169,A025,107,34.09,24,FALSE,FALSE,FALSE,4.5
T002113,20-09-2025 06:07,20-09-2025 09:16,07:02.0,Medium,Closed,Payroll Sync Error,Email,C0620,A016,189,1,72,FALSE,FALSE,FALSE,4.6
T002114,12-07-2025 11:51,12-07-2025 19:30,25:28.8,Low,Closed,API Failure,Portal,C0147,A010,459,12.57,168,FALSE,FALSE,FALSE,2.9
T002115,23-04-2025 17:07,23-04-2025 22:33,05:22.9,Low,Closed,Billing Query,Phone,C0688,A011,326,12.97,168,FALSE,FALSE,FALSE,3.7
T002116,18-08-2025 13:14,18-08-2025 13:26,34:41.4,High,Closed,Billing Query,Phone,C0437,A031,12,19.34,24,FALSE,FALSE,TRUE,3.1
T002117,27-08-2025 05:39,27-08-2025 06:48,38:49.6,Low,Closed,Data Mismatch,Chat,C0439,A012,69,32.99,168,FALSE,FALSE,TRUE,3.5
T002118,05-11-2024 15:56,05-11-2024 19:14,07:11.0,Medium,Closed,API Failure,Email,C0189,A031,198,11.18,72,FALSE,FALSE,FALSE,3.6
T002119,31-08-2025 06:56,31-08-2025 15:20,11:13.3,Low,Closed,Payroll Sync Error,Portal,C0160,A014,504,55.25,168,FALSE,FALSE,FALSE,2.8
T002120,21-09-2025 14:02,21-09-2025 23:04,14:13.4,Low,Closed,Billing Query,Email,C0402,A032,542,9.19,168,FALSE,FALSE,FALSE,2
T002121,19-02-2025 14:52,19-02-2025 14:54,52:20.0,Low,Pending,Payroll Sync Error,Chat,C0586,A017,2,1,168,FALSE,FALSE,FALSE,4.3
T002122,09-08-2025 15:34,09-08-2025 19:04,30:05.6,Low,Closed,Data Mismatch,Email,C0018,A035,210,34.92,168,FALSE,FALSE,TRUE,2.6
T002123,20-04-2025 09:39,20-04-2025 12:48,10:25.5,Medium,Closed,Performance Issue,Email,C0140,A001,189,5.51,72,FALSE,FALSE,FALSE,4.4
T002124,13-04-2025 22:24,13-04-2025 22:56,19:38.2,High,Closed,Integration Config,Chat,C0115,A029,32,48.93,24,FALSE,FALSE,FALSE,3.8
T002125,20-01-2025 05:44,20-01-2025 16:45,46:12.1,Low,Closed,Payroll Sync Error,Portal,C0328,A004,661,16.03,168,FALSE,FALSE,FALSE,2.5
T002126,22-02-2025 20:41,23-02-2025 05:41,09:10.4,Low,Closed,API Failure,Email,C0225,A023,540,3.46,168,FALSE,FALSE,FALSE,2.4
T002127,12-06-2025 11:32,12-06-2025 23:30,33:56.5,Low,Closed,Login Issue,Email,C0558,A028,718,14.03,168,FALSE,FALSE,FALSE,3.8
T002128,25-11-2024 09:42,25-11-2024 16:45,36:23.1,Low,Closed,Data Mismatch,Chat,C0439,A016,423,87.9,168,FALSE,FALSE,FALSE,2
T002129,20-01-2025 02:54,20-01-2025 08:55,13:23.0,Low,Closed,UI Bug,Phone,C0550,A012,361,7.31,168,FALSE,FALSE,FALSE,3.2
T002130,16-02-2025 22:37,16-02-2025 22:50,04:23.4,Urgent,Closed,Payroll Sync Error,Email,C0718,A021,13,15.45,4,FALSE,FALSE,FALSE,3.5
T002131,23-06-2025 17:17,23-06-2025 19:20,25:08.2,Medium,Closed,Payroll Sync Error,Chat,C0386,A017,123,21.13,72,FALSE,FALSE,FALSE,4.1
T002132,30-05-2025 05:31,30-05-2025 09:05,33:12.9,Medium,Closed,Login Issue,Email,C0521,A040,214,8.02,72,FALSE,FALSE,FALSE,4
T002133,22-03-2025 06:12,22-03-2025 18:11,44:53.1,Low,Closed,Performance Issue,Email,C0253,A013,719,12.54,168,FALSE,FALSE,FALSE,3.3
T002134,13-03-2025 14:06,13-03-2025 15:36,21:34.7,Medium,Closed,Permission Issue,Chat,C0620,A032,90,28.25,72,FALSE,TRUE,FALSE,3.3
T002135,03-12-2024 22:37,04-12-2024 00:45,20:08.8,Medium,Closed,API Failure,Phone,C0098,A037,128,1.72,72,FALSE,FALSE,FALSE,4
T002136,11-04-2025 16:44,11-04-2025 17:02,02:11.0,High,Closed,Performance Issue,Email,C0787,A015,18,29.29,24,FALSE,FALSE,FALSE,4.5
T002137,07-06-2025 16:47,07-06-2025 20:49,05:12.6,Low,Closed,Data Mismatch,Chat,C0071,A012,242,32.3,168,FALSE,FALSE,FALSE,4.1
T002138,31-10-2025 17:11,31-10-2025 17:51,28:02.7,High,Closed,Integration Config,Chat,C0551,A015,40,90.28,24,FALSE,TRUE,FALSE,2.6
T002139,09-10-2025 20:23,10-10-2025 01:56,47:12.5,Low,Closed,Data Mismatch,Chat,C0447,A034,333,79.39,168,FALSE,TRUE,FALSE,2.1
T002140,04-01-2025 06:38,04-01-2025 07:25,29:25.0,High,Closed,Integration Config,Chat,C0090,A006,47,44.84,24,FALSE,FALSE,FALSE,4
T002141,13-12-2024 13:50,13-12-2024 19:25,47:10.7,Low,Closed,Payroll Sync Error,Email,C0430,A017,335,21.95,168,FALSE,FALSE,FALSE,4.1
T002142,23-12-2024 17:46,23-12-2024 19:36,24:08.1,Medium,Closed,UI Bug,Chat,C0219,A020,110,12.63,72,FALSE,FALSE,FALSE,4
T002143,24-04-2025 11:24,24-04-2025 17:44,53:27.1,Low,Closed,Permission Issue,Portal,C0107,A009,380,24.49,168,FALSE,FALSE,FALSE,3.7
T002144,12-01-2025 01:43,12-01-2025 15:50,46:37.6,Low,Closed,Login Issue,Email,C0476,A005,847,9.05,168,FALSE,FALSE,FALSE,1.6
T002145,11-07-2025 01:22,11-07-2025 04:20,56:30.9,Low,Closed,Login Issue,Email,C0454,A023,178,3.56,168,FALSE,FALSE,FALSE,4.7
T002146,21-02-2025 02:43,21-02-2025 11:46,51:33.9,Low,Closed,Payroll Sync Error,Chat,C0608,A033,543,12.14,168,FALSE,TRUE,FALSE,2.6
T002147,20-01-2025 16:25,20-01-2025 18:45,41:14.4,Medium,Closed,API Failure,Phone,C0544,A038,140,1.26,72,FALSE,FALSE,FALSE,4.5
T002148,19-10-2025 10:29,19-10-2025 10:31,24:05.2,Low,Closed,Payroll Sync Error,Phone,C0126,A014,2,52.91,168,FALSE,FALSE,FALSE,3.9
T002149,26-04-2025 08:35,26-04-2025 12:23,59:33.6,Low,Closed,Data Mismatch,Chat,C0147,A017,228,7.41,168,FALSE,FALSE,FALSE,3.5
T002150,01-10-2025 11:00,01-10-2025 11:40,41:55.7,High,Closed,API Failure,Chat,C0280,A019,40,3.69,24,FALSE,FALSE,TRUE,4.1
T002151,27-02-2025 02:06,27-02-2025 06:48,08:07.1,Low,Closed,Payroll Sync Error,Chat,C0024,A033,282,32.03,168,FALSE,FALSE,FALSE,4
T002152,02-03-2025 11:32,02-03-2025 11:34,05:16.6,Urgent,Closed,Billing Query,Email,C0721,A001,2,15.54,4,FALSE,FALSE,FALSE,4.1
T002153,08-02-2025 14:50,08-02-2025 15:15,18:36.4,High,Closed,Integration Config,Email,C0120,A013,25,46.47,24,FALSE,FALSE,FALSE,3.2
T002154,30-08-2025 16:09,30-08-2025 19:18,56:35.6,Medium,Closed,Payroll Sync Error,Portal,C0786,A027,189,6.79,72,FALSE,FALSE,FALSE,3.1
T002155,07-02-2025 22:25,08-02-2025 01:47,26:44.6,Low,Closed,API Failure,Portal,C0652,A006,202,6.03,168,FALSE,FALSE,FALSE,3.3
T002156,24-10-2025 11:26,24-10-2025 17:54,46:05.2,Low,Closed,Integration Config,Phone,C0297,A006,388,21.33,168,FALSE,FALSE,FALSE,2.3
T002157,12-10-2025 13:34,12-10-2025 16:12,18:16.6,Medium,Closed,Permission Issue,Email,C0082,A033,158,33.72,72,FALSE,FALSE,FALSE,3.8
T002158,27-01-2025 07:53,27-01-2025 13:52,48:37.2,Low,Closed,Payroll Sync Error,Chat,C0448,A030,359,45.92,168,FALSE,FALSE,FALSE,3.7
T002159,14-03-2025 18:06,14-03-2025 19:01,06:07.0,Medium,Closed,Performance Issue,Chat,C0720,A035,55,1,72,FALSE,FALSE,FALSE,3.8
T002160,11-02-2025 11:02,11-02-2025 11:13,29:48.5,High,Open,Permission Issue,Chat,C0470,A023,11,11.46,24,FALSE,FALSE,FALSE,4
T002161,22-09-2025 13:56,22-09-2025 14:11,26:56.0,Urgent,Closed,Billing Query,Phone,C0423,A010,15,10.5,4,FALSE,TRUE,FALSE,4.4
T002162,26-04-2025 19:14,26-04-2025 22:08,14:24.0,Medium,Open,Login Issue,Email,C0545,A019,174,1,72,FALSE,TRUE,FALSE,4.3
T002163,02-12-2024 00:46,02-12-2024 00:48,50:47.3,Urgent,Closed,Login Issue,Email,C0024,A028,2,6.07,4,FALSE,FALSE,TRUE,2.9
T002164,02-09-2025 01:38,02-09-2025 04:45,37:04.9,Low,Closed,API Failure,Phone,C0061,A023,187,11.97,168,FALSE,FALSE,FALSE,4
T002165,30-07-2025 01:44,30-07-2025 02:49,56:14.0,High,Closed,Login Issue,Portal,C0701,A004,65,8.2,24,FALSE,FALSE,FALSE,4.2
T002166,03-11-2024 04:09,03-11-2024 07:13,09:31.0,Low,Closed,Login Issue,Portal,C0084,A020,184,1,168,FALSE,FALSE,FALSE,3.7
T002167,16-05-2025 22:13,16-05-2025 22:15,11:04.4,Low,Closed,Login Issue,Phone,C0225,A019,2,5.96,168,FALSE,FALSE,FALSE,3.9
T002168,24-01-2025 09:03,24-01-2025 12:01,43:03.9,Low,Closed,Integration Config,Email,C0680,A027,178,43.66,168,FALSE,FALSE,FALSE,3.2
T002169,16-04-2025 13:55,17-04-2025 00:30,55:07.0,Low,Closed,Login Issue,Email,C0186,A034,635,1,168,FALSE,FALSE,FALSE,4.3
T002170,16-06-2025 06:01,16-06-2025 08:12,30:12.7,Low,Closed,Login Issue,Email,C0375,A004,131,4.48,168,FALSE,FALSE,FALSE,2.8
T002171,09-03-2025 17:11,09-03-2025 17:25,59:15.9,Urgent,Closed,Performance Issue,Chat,C0072,A038,14,15.8,4,FALSE,FALSE,FALSE,4.6
T002172,14-10-2025 05:30,14-10-2025 14:25,30:01.0,Low,Closed,Login Issue,Email,C0074,A007,535,1,168,FALSE,FALSE,FALSE,3.8
T002173,09-06-2025 12:05,09-06-2025 15:23,03:23.2,Low,Closed,UI Bug,Chat,C0341,A007,198,23.96,168,FALSE,FALSE,FALSE,4.4
T002174,19-03-2025 18:53,20-03-2025 06:43,20:31.8,Low,Closed,Data Mismatch,Portal,C0153,A026,710,72.45,168,FALSE,FALSE,FALSE,1
T002175,06-09-2025 14:17,06-09-2025 17:46,17:18.0,Low,Closed,Performance Issue,Email,C0096,A026,209,1,168,FALSE,FALSE,FALSE,3.1
T002176,09-11-2024 16:45,09-11-2024 22:39,15:52.5,Low,Closed,Billing Query,Email,C0565,A019,354,17.51,168,FALSE,FALSE,FALSE,2.9
T002177,17-08-2025 09:42,17-08-2025 09:56,04:37.9,Urgent,Closed,API Failure,Email,C0445,A009,14,2.37,4,FALSE,FALSE,FALSE,4.6
T002178,20-05-2025 02:55,20-05-2025 05:17,49:29.3,Medium,Open,Performance Issue,Email,C0686,A020,142,25.9,72,FALSE,FALSE,FALSE,3.1
T002179,23-03-2025 14:16,23-03-2025 16:06,17:42.5,Medium,Closed,API Failure,Chat,C0110,A016,110,8.02,72,FALSE,FALSE,FALSE,3.5
T002180,25-09-2025 11:20,25-09-2025 13:35,55:33.3,Medium,Closed,Data Mismatch,Phone,C0458,A017,135,59.58,72,FALSE,FALSE,TRUE,3.5
T002181,21-04-2025 15:05,21-04-2025 16:23,26:08.2,Medium,Closed,Payroll Sync Error,Chat,C0051,A022,78,39.34,72,FALSE,FALSE,FALSE,3.1
T002182,13-05-2025 11:26,13-05-2025 16:24,24:00.9,Medium,Closed,Data Mismatch,Portal,C0377,A013,298,40.95,72,FALSE,FALSE,FALSE,3.2
T002183,28-09-2025 07:53,28-09-2025 09:37,20:06.2,Medium,Closed,UI Bug,Email,C0765,A012,104,38.44,72,FALSE,FALSE,FALSE,4.6
T002184,27-11-2024 23:50,28-11-2024 01:24,35:45.7,Medium,Closed,Data Mismatch,Chat,C0073,A010,94,30.76,72,FALSE,FALSE,FALSE,3
T002185,15-09-2025 05:47,15-09-2025 07:55,34:37.5,Medium,Closed,Data Mismatch,Chat,C0212,A001,128,22.78,72,FALSE,FALSE,FALSE,4
T002186,29-12-2024 19:37,30-12-2024 02:57,14:24.4,Low,Pending,Payroll Sync Error,Email,C0432,A032,440,33.62,168,FALSE,FALSE,FALSE,2.6
T002187,14-07-2025 03:17,14-07-2025 06:27,07:56.1,Low,Closed,API Failure,Email,C0724,A030,190,6.83,168,FALSE,FALSE,FALSE,4.5
T002188,09-09-2025 20:08,09-09-2025 20:43,52:41.1,High,Closed,Integration Config,Chat,C0763,A008,35,5.74,24,FALSE,TRUE,FALSE,4.5
T002189,28-10-2025 20:10,29-10-2025 00:52,54:02.5,Low,Closed,Payroll Sync Error,Email,C0168,A021,282,8.72,168,FALSE,FALSE,FALSE,3.6
T002190,13-02-2025 15:53,13-02-2025 21:09,53:52.0,Medium,Closed,API Failure,Portal,C0775,A022,316,1,72,FALSE,FALSE,FALSE,3.6
T002191,27-11-2024 01:06,27-11-2024 05:59,15:36.8,Medium,Closed,Data Mismatch,Email,C0331,A018,293,35.15,72,FALSE,FALSE,FALSE,2.2
T002192,01-03-2025 05:31,01-03-2025 08:39,48:30.8,Medium,Closed,Performance Issue,Email,C0742,A002,188,18.28,72,FALSE,FALSE,FALSE,3.9
T002193,01-03-2025 06:11,01-03-2025 13:08,11:24.0,Low,Closed,Login Issue,Email,C0751,A009,417,1,168,FALSE,FALSE,FALSE,3.4
T002194,04-02-2025 23:17,05-02-2025 01:55,18:07.9,Medium,Closed,UI Bug,Chat,C0787,A003,158,43.01,72,FALSE,FALSE,FALSE,3.7
T002195,03-05-2025 11:01,03-05-2025 15:35,42:18.7,Medium,Closed,Login Issue,Email,C0494,A026,274,12.68,72,FALSE,FALSE,FALSE,3.7
T002196,07-09-2025 18:25,07-09-2025 22:01,47:53.7,Medium,Closed,API Failure,Email,C0143,A021,216,8.37,72,FALSE,FALSE,FALSE,3.9
T002197,11-02-2025 08:23,11-02-2025 13:14,54:38.1,Medium,Closed,Payroll Sync Error,Email,C0582,A030,291,47.51,72,FALSE,FALSE,FALSE,5
T002198,24-10-2025 12:55,24-10-2025 16:23,13:47.8,Medium,Closed,Data Mismatch,Email,C0445,A028,208,25.31,72,FALSE,FALSE,FALSE,3.9
T002199,29-01-2025 10:12,29-01-2025 11:15,12:40.0,High,Closed,Integration Config,Email,C0394,A036,63,1,24,FALSE,FALSE,TRUE,4.2
T002200,12-08-2025 23:57,13-08-2025 08:51,18:29.3,Low,Closed,Payroll Sync Error,Email,C0512,A026,534,27.36,168,FALSE,FALSE,FALSE,3.4
T002201,18-11-2024 01:02,18-11-2024 04:38,22:32.0,Low,Closed,Integration Config,Phone,C0686,A034,216,34.34,168,FALSE,FALSE,FALSE,3.9
T002202,18-08-2025 15:14,18-08-2025 17:38,18:30.1,Medium,Closed,API Failure,Chat,C0621,A008,144,12.07,72,FALSE,FALSE,FALSE,4
