ticket_id,created_at,first_response_at,resolved_at,priority,status,issue_type,channel,customer_id,agent_id,first_response_mins,resolution_time_hours,sla_hours,sla_breached,reopened,escalated,csat,created_date,created_hour,created_weekday,agent_name,team,experience_years,customer_size,customer_segment,year_month
T001791,2025-09-25 09:33:40,2025-09-25 14:16:40,2025-09-25 10:33:40.000000,Medium,Closed,Api Failure,Portal,C0570,A036,283.0,1.0,72,0,False,False,3.5,2025-09-25,9,Thursday,Agent_36,Integration,3.6,Small,E-commerce,2025-09
T001792,2025-05-19 15:02:25,2025-05-19 15:36:25,2025-05-20 06:11:08.627379,High,Closed,Billing Query,Email,C0257,A017,34.0,15.145452049722222,24,0,False,True,4.4,2025-05-19,15,Monday,Agent_17,Tier 1,1.2,Large,HR,2025-05
T001793,2025-09-22 19:15:40,2025-09-22 20:42:40,2025-09-23 03:30:31.381979,High,Closed,Billing Query,Email,C0141,A024,87.0,8.247606105277779,24,0,False,True,3.3,2025-09-22,19,Monday,Agent_24,Tier 1,1.9,Medium,Retail,2025-09
T001794,2025-05-16 01:11:01,2025-05-16 05:40:01,2025-05-16 02:11:01.000000,Low,Closed,Permission Issue,Chat,C0686,A021,269.0,1.0,168,0,False,False,4.0,2025-05-16,1,Friday,Agent_21,Tier 2,2.0,Medium,Healthcare,2025-05
T001795,2024-12-15 09:04:02,2024-12-15 11:19:02,2024-12-15 20:05:09.312534,Medium,Closed,Api Failure,Chat,C0687,A002,135.0,11.01869792611111,72,0,False,False,3.1,2024-12-15,9,Sunday,Agent_2,Escalations,2.4,Medium,FinTech,2024-12
T001796,2025-03-16 02:03:59,2025-03-16 03:05:59,2025-03-16 12:43:16.322094,Medium,Closed,Login Issue,Chat,C0209,A031,62.0,10.654811692777779,72,0,False,False,3.6,2025-03-16,2,Sunday,Agent_31,Tier 2,4.0,Small,Healthcare,2025-03
T001797,2025-10-09 09:58:53,2025-10-09 12:49:53,2025-10-09 12:32:09.373883,Low,Closed,Data Mismatch,Chat,C0716,A033,171.0,2.5545483008333334,168,0,False,False,4.2,2025-10-09,9,Thursday,Agent_33,Tier 1,1.0,Large,Retail,2025-10
T001798,2025-01-15 04:01:43,2025-01-15 10:21:43,2025-01-15 12:52:46.967904,Low,Closed,Api Failure,Phone,C0519,A030,380.0,8.851102195555557,168,0,False,False,3.4,2025-01-15,4,Wednesday,Agent_30,Tier 1,9.7,Small,Retail,2025-01
T001799,2025-05-13 13:51:12,2025-05-14 03:00:12,2025-05-15 21:36:28.408997,Low,Closed,Integration Config,Portal,C0051,A012,789.0,55.75455805472222,168,0,False,False,2.3,2025-05-13,13,Tuesday,Agent_12,Escalations,4.0,Small,Education,2025-05
T001800,2024-11-08 22:00:29,2024-11-08 23:36:29,2024-11-09 19:18:20.490059,High,Closed,Permission Issue,Portal,C0503,A012,96.0,21.297636127500002,24,0,False,False,4.2,2024-11-08,22,Friday,Agent_12,Escalations,4.0,Small,Education,2024-11
T001801,2025-01-01 18:35:55,2025-01-01 19:16:55,2025-01-01 19:35:55.000000,High,Closed,Api Failure,Chat,C0259,A024,41.0,1.0,24,0,False,False,3.9,2025-01-01,18,Wednesday,Agent_24,Tier 1,1.9,Small,Healthcare,2025-01
T001802,2025-08-25 04:16:34,2025-08-25 05:47:34,2025-08-25 14:30:16.023033,Medium,Closed,Integration Config,Portal,C0178,A024,91.0,10.228339731388889,72,0,False,True,4.6,2025-08-25,4,Monday,Agent_24,Tier 1,1.9,Medium,Education,2025-08
T001803,2025-04-26 00:03:54,2025-04-26 00:05:54,2025-04-26 07:51:14.507258,Urgent,Closed,Permission Issue,Phone,C0543,A011,2.0,7.789029793888889,4,0,False,True,3.8,2025-04-26,0,Saturday,Agent_11,Tier 1,8.0,Small,Education,2025-04
T001804,2025-01-20 19:17:20,2025-01-21 03:52:20,2025-01-21 12:25:07.538929,Low,Closed,Billing Query,Chat,C0356,A013,515.0,17.129871924722224,168,0,False,False,3.0,2025-01-20,19,Monday,Agent_13,Integration,6.6,Medium,Retail,2025-01
T001805,2025-09-08 13:16:38,2025-09-08 16:59:38,2025-09-12 08:09:58.854737,Low,Closed,Data Mismatch,Chat,C0318,A027,223.0,90.88912631583334,168,0,False,False,2.3,2025-09-08,13,Monday,Agent_27,Tier 1,1.3,Small,HR,2025-09
T001806,2025-10-09 08:58:20,2025-10-09 21:24:20,2025-10-10 14:57:39.367634,Low,Closed,Permission Issue,Portal,C0666,A008,746.0,29.988713231666665,168,0,False,False,3.5,2025-10-09,8,Thursday,Agent_8,Integration,2.5,Large,FinTech,2025-10
T001807,2024-12-17 07:01:34,2024-12-17 10:47:34,2024-12-17 23:17:27.987225,Medium,Closed,Ui Bug,Portal,C0364,A010,226.0,16.26499645138889,72,0,False,False,4.3,2024-12-17,7,Tuesday,Agent_10,Tier 2,1.4,Small,FinTech,2024-12
T001808,2025-06-21 11:22:01,2025-06-21 11:24:01,2025-06-21 14:25:08.658484,High,Closed,Login Issue,Email,C0055,A008,2.0,3.0521273566666665,24,0,False,False,5.0,2025-06-21,11,Saturday,Agent_8,Integration,2.5,Large,Retail,2025-06
T001809,2025-05-13 02:33:08,2025-05-13 07:01:08,2025-05-14 02:24:07.839939,Low,Closed,Payroll Sync Error,Chat,C0156,A020,268.0,23.84995553861111,168,0,False,False,3.4,2025-05-13,2,Tuesday,Agent_20,Tier 1,1.8,Medium,Healthcare,2025-05
T001810,2025-08-17 02:30:44,2025-08-17 12:02:44,2025-08-17 03:30:44.000000,Low,Closed,Login Issue,Portal,C0044,A008,572.0,1.0,168,0,False,False,3.2,2025-08-17,2,Sunday,Agent_8,Integration,2.5,Small,E-commerce,2025-08
T001811,2025-04-15 18:58:05,2025-04-15 19:44:05,2025-04-16 18:49:37.386112,Medium,Closed,Payroll Sync Error,Email,C0593,A009,46.0,23.85899614222222,72,0,False,False,3.4,2025-04-15,18,Tuesday,Agent_9,Tier 2,2.6,Small,HR,2025-04
T001812,2025-05-16 14:22:40,2025-05-16 16:50:40,2025-05-17 08:17:43.597160,Medium,Closed,Login Issue,Email,C0678,A007,148.0,17.91766587777778,72,0,False,False,3.0,2025-05-16,14,Friday,Agent_7,Tier 1,1.7,Medium,Education,2025-05
T001813,2025-07-13 05:05:02,2025-07-13 09:29:02,2025-07-13 06:05:02.000000,Low,Closed,Billing Query,Email,C0542,A014,264.0,1.0,168,0,False,False,3.5,2025-07-13,5,Sunday,Agent_14,Tier 1,5.5,Small,Retail,2025-07
T001814,2025-10-26 09:33:18,2025-10-26 09:50:18,2025-10-26 21:42:28.598417,Urgent,Closed,Ui Bug,Chat,C0322,A028,17.0,12.152944004722222,4,0,False,True,3.9,2025-10-26,9,Sunday,Agent_28,Tier 2,4.2,Large,HR,2025-10
T001815,2025-08-09 20:54:48,2025-08-10 00:04:48,2025-08-10 23:18:11.026763,Low,Closed,Api Failure,Phone,C0648,A002,190.0,26.38972965638889,168,0,False,False,3.7,2025-08-09,20,Saturday,Agent_2,Escalations,2.4,Medium,Healthcare,2025-08
T001816,2025-03-10 19:01:42,2025-03-11 04:29:42,2025-03-11 18:51:25.981512,Low,Closed,Api Failure,Email,C0014,A008,568.0,23.828883753333333,168,0,False,False,2.4,2025-03-10,19,Monday,Agent_8,Integration,2.5,Medium,FinTech,2025-03
T001817,2025-05-29 22:28:39,2025-05-30 01:36:39,2025-05-31 14:25:10.600094,Low,Closed,Ui Bug,Chat,C0357,A013,188.0,39.94211113722222,168,0,False,False,3.6,2025-05-29,22,Thursday,Agent_13,Integration,6.6,Small,Retail,2025-05
T001818,2025-05-11 14:11:04,2025-05-11 16:17:04,2025-05-11 20:28:24.225230,Medium,Closed,Login Issue,Portal,C0483,A021,126.0,6.288951452777778,72,0,False,False,4.7,2025-05-11,14,Sunday,Agent_21,Tier 2,2.0,Small,HR,2025-05
T001819,2025-07-01 19:29:41,2025-07-01 19:42:41,2025-07-02 04:04:47.735363,Urgent,Closed,Api Failure,Email,C0618,A028,13.0,8.5852042675,4,0,False,True,4.8,2025-07-01,19,Tuesday,Agent_28,Tier 2,4.2,Medium,Retail,2025-07
T001820,2025-02-01 04:20:43,2025-02-01 05:23:43,2025-02-01 22:38:46.548078,High,Closed,Billing Query,Email,C0359,A035,63.0,18.300985577222225,24,0,False,False,2.2,2025-02-01,4,Saturday,Agent_35,Escalations,3.5,Medium,E-commerce,2025-02
T001821,2025-06-16 16:15:16,2025-06-16 19:18:16,2025-06-21 05:01:59.626076,Medium,Closed,Integration Config,Portal,C0318,A023,183.0,108.7787850211111,72,0,False,False,3.8,2025-06-16,16,Monday,Agent_23,Tier 1,4.5,Small,HR,2025-06
T001822,2025-07-07 04:40:21,2025-07-07 07:05:21,2025-07-08 17:37:01.580757,Low,Closed,Ui Bug,Portal,C0075,A015,145.0,36.94460576583333,168,0,False,False,2.1,2025-07-07,4,Monday,Agent_15,Tier 1,2.8,Enterprise,Healthcare,2025-07
T001823,2024-11-14 20:32:42,2024-11-15 00:45:42,2024-11-15 07:06:30.525661,Medium,Closed,Ui Bug,Email,C0591,A002,253.0,10.563479350277778,72,0,False,False,3.9,2024-11-14,20,Thursday,Agent_2,Escalations,2.4,Small,E-commerce,2024-11
T001824,2024-11-13 02:36:01,2024-11-13 02:54:01,2024-11-14 13:11:45.055164,Urgent,Closed,Payroll Sync Error,Phone,C0194,A012,18.0,34.59557087888889,4,0,False,True,3.3,2024-11-13,2,Wednesday,Agent_12,Escalations,4.0,Large,Retail,2024-11
T001825,2025-07-30 10:27:47,2025-07-30 15:37:47,2025-07-31 06:19:30.896505,Low,Closed,Ui Bug,Chat,C0363,A036,310.0,19.86219347361111,168,0,False,False,4.3,2025-07-30,10,Wednesday,Agent_36,Integration,3.6,Small,Retail,2025-07
T001826,2024-12-25 06:21:22,2024-12-25 13:55:22,2024-12-25 16:43:51.383495,Low,Closed,Data Mismatch,Email,C0096,A003,454.0,10.374828748611112,168,0,False,False,3.0,2024-12-25,6,Wednesday,Agent_3,Tier 2,1.1,Small,HR,2024-12
T001827,2025-10-29 23:47:56,2025-10-30 04:15:56,2025-11-01 12:41:41.054769,Medium,Closed,Integration Config,Portal,C0040,A005,268.0,60.89584854694445,72,0,True,False,3.7,2025-10-29,23,Wednesday,Agent_5,Tier 1,1.6,Medium,Education,2025-10
T001828,2025-02-05 14:53:42,2025-02-05 20:47:42,2025-02-07 13:59:38.130916,Low,Closed,Payroll Sync Error,Chat,C0768,A003,354.0,47.098925254444445,168,0,False,False,2.6,2025-02-05,14,Wednesday,Agent_3,Tier 2,1.1,Enterprise,Healthcare,2025-02
T001829,2025-04-22 14:06:00,2025-04-22 18:53:00,2025-04-23 06:51:07.872829,Low,Closed,Permission Issue,Phone,C0397,A019,287.0,16.752186896944444,168,0,False,False,3.9,2025-04-22,14,Tuesday,Agent_19,Tier 1,1.1,Small,HR,2025-04
T001830,2025-01-20 19:53:24,2025-01-20 22:18:24,2025-01-21 07:13:26.114693,Medium,Closed,Api Failure,Email,C0107,A002,145.0,11.333920748055556,72,0,False,False,5.0,2025-01-20,19,Monday,Agent_2,Escalations,2.4,Large,Retail,2025-01
T001831,2025-02-26 16:31:33,2025-02-26 17:32:33,2025-02-28 11:53:31.203329,High,Closed,Ui Bug,Portal,C0017,A037,61.0,43.366167591388894,24,0,False,True,4.1,2025-02-26,16,Wednesday,Agent_37,Tier 1,4.0,Medium,HR,2025-02
T001832,2025-06-05 03:25:17,2025-06-05 03:27:17,2025-06-05 19:05:11.075018,Urgent,Closed,Data Mismatch,Email,C0527,A017,2.0,15.665020838333334,4,0,False,False,4.4,2025-06-05,3,Thursday,Agent_17,Tier 1,1.2,Small,Education,2025-06
T001833,2024-12-26 00:43:39,2024-12-26 04:05:39,2024-12-27 14:42:50.758774,Medium,Closed,Ui Bug,Email,C0784,A014,202.0,37.986599659444444,72,0,False,False,2.4,2024-12-26,0,Thursday,Agent_14,Tier 1,5.5,Small,Education,2024-12
T001834,2025-01-14 19:56:17,2025-01-14 21:41:17,2025-01-16 23:33:29.648749,High,Closed,Data Mismatch,Email,C0499,A028,105.0,51.62018020805556,24,0,False,False,4.9,2025-01-14,19,Tuesday,Agent_28,Tier 2,4.2,Small,Healthcare,2025-01
T001835,2025-01-10 22:37:19,2025-01-10 23:45:19,2025-01-11 00:05:57.717012,Low,Closed,Login Issue,Email,C0525,A027,68.0,1.4774213922222224,168,0,False,False,3.6,2025-01-10,22,Friday,Agent_27,Tier 1,1.3,Small,HR,2025-01
T001836,2025-02-13 21:10:26,2025-02-13 21:12:26,2025-02-14 06:54:28.707862,Medium,Closed,Api Failure,Portal,C0759,A010,2.0,9.734085517222223,72,0,False,False,4.3,2025-02-13,21,Thursday,Agent_10,Tier 2,1.4,Medium,Retail,2025-02
T001837,2025-06-28 03:34:26,2025-06-28 14:24:26,2025-06-29 01:24:34.900901,Low,Closed,Api Failure,Email,C0726,A003,650.0,21.835805805833335,168,0,False,False,3.0,2025-06-28,3,Saturday,Agent_3,Tier 2,1.1,Medium,Education,2025-06
T001838,2025-08-26 06:05:15,2025-08-26 09:38:15,2025-08-26 18:48:37.854590,Medium,Closed,Login Issue,Chat,C0663,A036,213.0,12.72301516388889,72,0,False,False,3.4,2025-08-26,6,Tuesday,Agent_36,Integration,3.6,Medium,Education,2025-08
T001839,2024-12-27 17:40:59,2024-12-27 19:40:59,2024-12-28 08:57:32.787760,High,Closed,Payroll Sync Error,Portal,C0043,A038,120.0,15.276052155555556,24,0,True,True,4.4,2024-12-27,17,Friday,Agent_38,Tier 1,1.2,Small,HR,2024-12
T001840,2025-03-08 21:23:26,2025-03-09 01:47:26,2025-03-10 03:01:33.389884,Low,Closed,Data Mismatch,Chat,C0626,A025,264.0,29.63538607888889,168,0,False,True,3.5,2025-03-08,21,Saturday,Agent_25,Tier 1,1.7,Enterprise,E-commerce,2025-03
T001841,2025-01-16 11:31:52,2025-01-16 12:51:52,2025-01-16 12:31:52.000000,High,Closed,Payroll Sync Error,Email,C0593,A022,80.0,1.0,24,0,False,False,4.0,2025-01-16,11,Thursday,Agent_22,Tier 1,1.6,Small,HR,2025-01
T001842,2025-01-04 12:14:54,2025-01-04 19:32:54,2025-01-06 16:08:45.505765,Low,Closed,Payroll Sync Error,Phone,C0350,A039,438.0,51.89764049027778,168,0,False,False,1.7,2025-01-04,12,Saturday,Agent_39,Tier 2,1.9,Small,Retail,2025-01
T001843,2025-07-13 16:43:02,2025-07-13 17:23:02,2025-07-15 02:33:21.730122,Medium,Closed,Ui Bug,Chat,C0653,A030,40.0,33.838813922777774,72,0,False,False,3.3,2025-07-13,16,Sunday,Agent_30,Tier 1,9.7,Medium,FinTech,2025-07
T001844,2025-09-13 11:54:15,2025-09-13 13:58:15,2025-09-13 12:54:15.000000,Low,Closed,Billing Query,Email,C0030,A021,124.0,1.0,168,0,False,False,3.4,2025-09-13,11,Saturday,Agent_21,Tier 2,2.0,Small,Education,2025-09
T001845,2025-10-06 23:52:42,2025-10-07 00:46:42,2025-10-07 22:51:29.438763,High,Closed,Permission Issue,Email,C0441,A030,54.0,22.979844100833333,24,0,False,False,3.7,2025-10-06,23,Monday,Agent_30,Tier 1,9.7,Medium,Healthcare,2025-10
T001846,2025-05-22 12:10:23,2025-05-22 15:13:23,2025-05-23 08:55:41.337647,Low,Closed,Billing Query,Chat,C0542,A028,183.0,20.75509379083333,168,0,False,False,3.0,2025-05-22,12,Thursday,Agent_28,Tier 2,4.2,Small,Retail,2025-05
T001847,2025-06-12 13:22:39,2025-06-12 18:51:39,2025-06-14 17:05:17.780405,Low,Closed,Data Mismatch,Chat,C0455,A031,329.0,51.71077233472222,168,0,False,True,3.6,2025-06-12,13,Thursday,Agent_31,Tier 2,4.0,Medium,Healthcare,2025-06
T001848,2025-05-18 02:12:09,2025-05-18 02:42:09,2025-05-18 13:54:49.039907,High,Closed,Api Failure,Chat,C0778,A026,30.0,11.711122196388889,24,0,False,False,4.0,2025-05-18,2,Sunday,Agent_26,Tier 2,2.6,Small,FinTech,2025-05
T001849,2025-03-23 09:52:58,2025-03-23 15:20:58,2025-03-25 03:28:16.280818,Medium,Closed,Integration Config,Email,C0611,A022,328.0,41.58841133833333,72,0,False,False,2.9,2025-03-23,9,Sunday,Agent_22,Tier 1,1.6,Small,Retail,2025-03
T001850,2025-10-31 02:04:40,2025-10-31 04:27:40,2025-10-31 05:19:18.694973,Medium,Closed,Payroll Sync Error,Chat,C0094,A021,143.0,3.2440819369444442,72,0,False,False,3.7,2025-10-31,2,Friday,Agent_21,Tier 2,2.0,Small,Healthcare,2025-10
T001851,2025-05-17 23:40:37,2025-05-18 02:29:37,2025-05-18 02:13:21.349708,Medium,Closed,Login Issue,Email,C0723,A001,169.0,2.5456526966666666,72,0,False,False,3.0,2025-05-17,23,Saturday,Agent_1,Tier 1,1.3,Medium,Education,2025-05
T001852,2025-03-03 07:55:15,2025-03-03 08:13:15,2025-03-03 13:37:09.306978,Medium,Closed,Api Failure,Email,C0295,A037,18.0,5.6984186050000005,72,0,False,False,4.4,2025-03-03,7,Monday,Agent_37,Tier 1,4.0,Small,Retail,2025-03
T001853,2025-02-25 18:44:11,2025-02-25 19:03:11,2025-02-25 19:44:11.000000,Urgent,Closed,Api Failure,Portal,C0549,A013,19.0,1.0,4,0,False,False,4.8,2025-02-25,18,Tuesday,Agent_13,Integration,6.6,Small,Retail,2025-02
T001854,2024-12-15 23:43:28,2024-12-16 00:53:28,2024-12-17 05:23:09.213790,High,Closed,Data Mismatch,Email,C0089,A021,70.0,29.661448274999998,24,0,False,True,3.2,2024-12-15,23,Sunday,Agent_21,Tier 2,2.0,Small,Healthcare,2024-12
T001855,2025-02-27 01:36:23,2025-02-27 08:56:23,2025-02-28 14:11:40.838138,Low,Closed,Ui Bug,Email,C0503,A009,440.0,36.588288371666664,168,0,False,False,3.6,2025-02-27,1,Thursday,Agent_9,Tier 2,2.6,Small,Education,2025-02
T001856,2025-05-12 07:45:37,2025-05-12 10:01:37,2025-05-12 08:45:37.000000,Medium,Closed,Login Issue,Portal,C0767,A017,136.0,1.0,72,0,False,False,4.2,2025-05-12,7,Monday,Agent_17,Tier 1,1.2,Small,Education,2025-05
T001857,2025-03-20 01:47:35,2025-03-20 01:56:35,2025-03-20 13:03:36.617685,Urgent,Closed,Billing Query,Email,C0214,A021,9.0,11.267116023611111,4,0,False,False,3.6,2025-03-20,1,Thursday,Agent_21,Tier 2,2.0,Small,HR,2025-03
T001858,2025-01-17 20:07:55,2025-01-17 21:10:55,2025-01-19 12:13:54.720508,High,Closed,Data Mismatch,Chat,C0422,A031,63.0,40.099922363333334,24,0,False,True,3.2,2025-01-17,20,Friday,Agent_31,Tier 2,4.0,Medium,Education,2025-01
T001859,2024-12-12 20:20:52,2024-12-13 03:55:52,2024-12-14 07:26:54.733864,Low,Closed,Ui Bug,Phone,C0526,A039,455.0,35.10075940666667,168,0,False,False,3.4,2024-12-12,20,Thursday,Agent_39,Tier 2,1.9,Small,FinTech,2024-12
T001860,2025-07-13 07:02:30,2025-07-13 09:37:30,2025-07-13 13:00:31.891685,Medium,Closed,Performance Issue,Email,C0192,A022,155.0,5.967192134722222,72,0,False,False,3.9,2025-07-13,7,Sunday,Agent_22,Tier 1,1.6,Large,FinTech,2025-07
T001861,2025-02-06 21:16:51,2025-02-06 22:29:51,2025-02-07 12:58:20.431711,High,Closed,Login Issue,Portal,C0694,A012,73.0,15.691508808611111,24,0,False,True,3.3,2025-02-06,21,Thursday,Agent_12,Escalations,4.0,Small,Healthcare,2025-02
T001862,2025-08-12 03:23:16,2025-08-12 09:13:16,2025-08-12 21:53:04.956239,Low,Closed,Permission Issue,Phone,C0642,A006,350.0,18.496932288611113,168,0,False,False,4.0,2025-08-12,3,Tuesday,Agent_6,Tier 1,3.2,Small,Retail,2025-08
T001863,2025-10-29 02:47:19,2025-10-29 02:49:19,2025-10-29 03:47:19.000000,Urgent,Pending,Api Failure,Chat,C0224,A016,2.0,1.0,4,0,False,False,4.3,2025-10-29,2,Wednesday,Agent_16,Tier 1,6.1,Medium,Healthcare,2025-10
T001864,2025-05-23 12:42:40,2025-05-23 18:30:40,2025-05-24 21:23:30.564845,Low,Closed,Integration Config,Email,C0555,A026,348.0,32.68071245694444,168,0,False,False,2.9,2025-05-23,12,Friday,Agent_26,Tier 2,2.6,Small,Healthcare,2025-05
T001865,2025-02-14 18:09:04,2025-02-15 06:44:04,2025-02-14 19:09:04.000000,Low,Pending,Performance Issue,Portal,C0693,A005,755.0,1.0,168,0,False,False,2.8,2025-02-14,18,Friday,Agent_5,Tier 1,1.6,Small,Education,2025-02
T001866,2025-01-06 05:03:42,2025-01-06 07:54:42,2025-01-06 21:17:18.076929,Low,Closed,Ui Bug,Chat,C0387,A009,171.0,16.226688035833334,168,0,False,False,3.2,2025-01-06,5,Monday,Agent_9,Tier 2,2.6,Small,HR,2025-01
T001867,2025-08-27 08:49:23,2025-08-27 12:34:23,2025-08-27 22:16:59.430912,Low,Closed,Login Issue,Chat,C0681,A040,225.0,13.46011969777778,168,0,False,False,4.8,2025-08-27,8,Wednesday,Agent_40,Tier 1,1.2,Small,HR,2025-08
T001868,2025-05-10 10:57:22,2025-05-10 13:44:22,2025-05-10 20:05:24.793805,Medium,Closed,Login Issue,Portal,C0776,A014,167.0,9.134109390277779,72,0,False,False,4.2,2025-05-10,10,Saturday,Agent_14,Tier 1,5.5,Small,FinTech,2025-05
T001869,2025-02-08 22:20:12,2025-02-09 01:05:12,2025-02-09 21:05:08.192287,Medium,Closed,Api Failure,Email,C0474,A030,165.0,22.748942301944442,72,0,False,False,3.0,2025-02-08,22,Saturday,Agent_30,Tier 1,9.7,Medium,Healthcare,2025-02
T001870,2025-01-20 06:01:45,2025-01-20 09:02:45,2025-01-21 02:39:58.504203,Low,Closed,Permission Issue,Chat,C0608,A026,181.0,20.637084500833335,168,0,False,False,3.3,2025-01-20,6,Monday,Agent_26,Tier 2,2.6,Small,E-commerce,2025-01
T001871,2025-07-17 08:43:39,2025-07-17 11:17:39,2025-07-18 04:38:04.860051,Medium,Closed,Api Failure,Portal,C0203,A029,154.0,19.9071833475,72,0,False,False,2.9,2025-07-17,8,Thursday,Agent_29,Tier 2,1.2,Small,Healthcare,2025-07
T001872,2025-05-14 09:08:33,2025-05-14 10:47:33,2025-05-14 10:08:33.000000,Low,Closed,Api Failure,Email,C0447,A019,99.0,1.0,168,0,False,False,4.4,2025-05-14,9,Wednesday,Agent_19,Tier 1,1.1,Small,Retail,2025-05
T001873,2025-05-23 07:20:59,2025-05-23 08:08:59,2025-05-23 08:20:59.000000,High,Closed,Permission Issue,Phone,C0068,A008,48.0,1.0,24,0,False,False,3.4,2025-05-23,7,Friday,Agent_8,Integration,2.5,Medium,Retail,2025-05
T001874,2025-09-30 13:48:18,2025-09-30 14:02:18,2025-09-30 18:01:13.478628,Urgent,Open,Login Issue,Email,C0092,A023,14.0,4.21541073,4,0,False,False,3.5,2025-09-30,13,Tuesday,Agent_23,Tier 1,4.5,Small,Retail,2025-09
T001875,2025-06-20 23:32:58,2025-06-21 00:12:58,2025-06-22 06:36:15.291123,Medium,Closed,Permission Issue,Phone,C0778,A035,40.0,31.054803089722224,72,0,False,False,4.4,2025-06-20,23,Friday,Agent_35,Escalations,3.5,Small,FinTech,2025-06
T001876,2025-04-02 05:06:54,2025-04-02 05:31:54,2025-04-03 17:52:24.101879,High,Closed,Payroll Sync Error,Chat,C0178,A031,25.0,36.75836163305556,24,0,False,False,3.6,2025-04-02,5,Wednesday,Agent_31,Tier 2,4.0,Medium,Education,2025-04
T001877,2025-01-09 13:32:14,2025-01-09 13:34:14,2025-01-09 14:32:14.000000,High,Closed,Login Issue,Email,C0663,A035,2.0,1.0,24,0,False,False,5.0,2025-01-09,13,Thursday,Agent_35,Escalations,3.5,Medium,Education,2025-01
T001878,2025-03-13 02:50:02,2025-03-13 04:19:02,2025-03-13 17:59:54.903176,Medium,Closed,Login Issue,Email,C0559,A032,89.0,15.164695326666667,72,0,False,False,4.1,2025-03-13,2,Thursday,Agent_32,Tier 1,1.4,Small,Education,2025-03
T001879,2025-04-17 23:10:53,2025-04-18 00:34:53,2025-04-18 00:10:53.000000,Low,Closed,Performance Issue,Chat,C0003,A005,84.0,1.0,168,0,False,False,3.6,2025-04-17,23,Thursday,Agent_5,Tier 1,1.6,Small,E-commerce,2025-04
T001880,2025-02-20 07:02:34,2025-02-20 16:27:34,2025-02-22 12:31:02.975458,Low,Closed,Ui Bug,Phone,C0103,A016,565.0,53.474715405,168,0,False,False,2.6,2025-02-20,7,Thursday,Agent_16,Tier 1,6.1,Large,FinTech,2025-02
T001881,2025-09-21 14:35:28,2025-09-21 15:16:28,2025-09-21 17:19:24.931089,High,Closed,Payroll Sync Error,Chat,C0273,A017,41.0,2.7324808580555553,24,0,False,False,4.6,2025-09-21,14,Sunday,Agent_17,Tier 1,1.2,Medium,Retail,2025-09
T001882,2025-07-19 18:17:09,2025-07-20 02:28:09,2025-07-21 22:49:44.667179,Low,Closed,Ui Bug,Portal,C0534,A032,491.0,52.54324088305556,168,0,False,False,3.2,2025-07-19,18,Saturday,Agent_32,Tier 1,1.4,Small,Retail,2025-07
T001883,2025-04-18 11:49:19,2025-04-18 16:46:19,2025-04-19 08:32:32.340302,Low,Closed,Data Mismatch,Email,C0116,A038,297.0,20.72037230611111,168,0,False,False,3.5,2025-04-18,11,Friday,Agent_38,Tier 1,1.2,Small,Healthcare,2025-04
T001884,2025-05-29 14:46:28,2025-05-29 23:46:28,2025-05-30 02:01:30.768979,Low,Closed,Api Failure,Portal,C0464,A032,540.0,11.250769160833334,168,0,False,False,2.8,2025-05-29,14,Thursday,Agent_32,Tier 1,1.4,Medium,Education,2025-05
T001885,2025-07-18 10:10:41,2025-07-18 13:24:41,2025-07-20 06:43:06.538511,Medium,Closed,Integration Config,Email,C0104,A020,194.0,44.54042736416667,72,0,False,False,3.8,2025-07-18,10,Friday,Agent_20,Tier 1,1.8,Large,Healthcare,2025-07
T001886,2025-08-15 14:48:15,2025-08-15 18:52:15,2025-08-15 15:48:15.000000,Medium,Closed,Payroll Sync Error,Email,C0259,A002,244.0,1.0,72,0,False,False,3.5,2025-08-15,14,Friday,Agent_2,Escalations,2.4,Small,Healthcare,2025-08
T001887,2025-10-12 17:42:11,2025-10-12 20:05:11,2025-10-13 00:13:50.291632,Medium,Closed,Login Issue,Email,C0308,A020,143.0,6.527581008888889,72,0,False,False,3.8,2025-10-12,17,Sunday,Agent_20,Tier 1,1.8,Small,E-commerce,2025-10
T001888,2025-02-13 05:14:31,2025-02-13 11:17:31,2025-02-13 07:22:30.003909,Low,Closed,Ui Bug,Portal,C0367,A018,363.0,2.133056641388889,168,0,False,False,3.6,2025-02-13,5,Thursday,Agent_18,Tier 2,1.4,Enterprise,HR,2025-02
T001889,2025-05-01 23:42:03,2025-05-02 03:16:03,2025-05-02 17:18:07.409233,Low,Closed,Payroll Sync Error,Chat,C0642,A001,214.0,17.601224786944442,168,0,False,False,4.4,2025-05-01,23,Thursday,Agent_1,Tier 1,1.3,Small,Retail,2025-05
T001890,2025-07-07 14:21:25,2025-07-07 21:33:25,2025-07-09 23:22:56.684795,Low,Closed,Performance Issue,Email,C0302,A029,432.0,57.02546799861111,168,0,False,False,3.5,2025-07-07,14,Monday,Agent_29,Tier 2,1.2,Medium,HR,2025-07
T001891,2024-12-14 13:50:56,2024-12-14 15:46:56,2024-12-14 20:52:22.282374,Medium,Closed,Login Issue,Chat,C0560,A029,116.0,7.02396732611111,72,0,True,False,4.7,2024-12-14,13,Saturday,Agent_29,Tier 2,1.2,Small,HR,2024-12
